Order_ID,Origin_City,Destination_City,Distance_km,Vehicle_Type,Delivery_Mode,Weather,Expected_Delivery_Days,Actual_Delivery_Days,Warehouse_ID,Warehouse_Region,Warehouse_Capacity,Warehouse_Handles_Fragile,Warehouse_Cold_Storage,Product_Name,Product_Category,Weight_kg,Stock_Quantity,Reorder_Level,In_Stock,Low_Stock_Alert,Packaging_Type,Packaging_Cost_LKR,Fragile,Requires_Cold_Storage,Total_Cost_LKR,Order_Date,Delivery_Status,On_Time
SL00306,Batticaloa,Puttalam,271,Three Wheeler,Standard,Foggy,2,3,WH008,Eastern,2500,No,No,LED Television,Electronics,15.0,101,10,Yes,No,Anti-static box with foam,600,Yes,No,7220.0,2024-02-27,Delivered,0
SL00307,Negombo,Vavuniya,241,Motorbike,Standard,Rainy,2,2,WH010,Western,4000,Yes,Yes,Medicine Pack,Pharmacy,0.5,10,25,Yes,Yes,Sealed insulated pack,500,No,Yes,6350.0,2024-01-29,Failed,0
SL00308,Negombo,Polonnaruwa,196,Van,Express,Foggy,1,1,WH010,Western,4000,Yes,Yes,Air Conditioner,Appliances,45.0,272,50,Yes,No,Wooden crate,1200,No,No,9320.0,2024-02-27,Delivered,1
SL00309,Negombo,Matara,208,Motorbike,Same-Day,Foggy,1,2,WH010,Western,4000,Yes,Yes,Medicine Pack,Pharmacy,0.5,189,50,Yes,No,Sealed insulated pack,500,No,Yes,9190.0,2024-06-30,Delivered,0
SL00310,Colombo,Kandy,115,Motorbike,Express,Foggy,1,2,WH001,Western,10000,Yes,Yes,Mobile Phone,Electronics,0.3,92,10,Yes,No,Anti-static box with foam,600,Yes,No,4920.0,2025-01-17,Delivered,0
SL00311,Negombo,Jaffna,355,Motorbike,Standard,Cloudy,3,3,WH010,Western,4000,Yes,Yes,Glass Vase Set,Fragile Items,4.0,100,100,Yes,Yes,Bubble wrap and double box,850,Yes,No,9560.0,2025-05-13,Delivered,1
SL00312,Kandy,Monaragala,119,Motorbike,Standard,Rainy,2,2,WH003,Central,5000,Yes,Yes,Mobile Phone,Electronics,0.3,109,40,Yes,No,Anti-static box with foam,600,Yes,No,3680.0,2024-10-28,Delivered,1
SL00313,Kandy,Kilinochchi,306,Three Wheeler,Same-Day,Foggy,2,3,WH003,Central,5000,Yes,Yes,Office Chair,Furniture,12.0,310,10,Yes,No,Corner guards and blankets,700,No,No,15090.0,2024-08-14,Delivered,0
SL00314,Batticaloa,Negombo,276,Motorbike,Standard,Clear,2,3,WH008,Eastern,2500,No,No,Laptop,Electronics,2.5,183,20,Yes,No,Anti-static box with foam,600,Yes,No,7450.0,2024-12-09,Delayed,0
SL00315,Colombo,Kurunegala,95,Van,Express,Rainy,1,1,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,199,25,Yes,No,Reinforced carton,450,No,No,5230.0,2024-02-19,Delivered,1
SL00316,Batticaloa,Kilinochchi,305,Motorbike,Economy,Rainy,5,5,WH008,Eastern,2500,No,No,Glass Vase Set,Fragile Items,4.0,272,40,Yes,No,Bubble wrap and double box,850,Yes,No,6680.0,2024-04-13,Delivered,1
SL00317,Negombo,Chilaw,45,Three Wheeler,Express,Rainy,1,1,WH010,Western,4000,Yes,Yes,Frozen Food Pack,Groceries,15.0,37,25,Yes,No,Insulated box,400,No,Yes,2900.0,2024-04-17,Delivered,1
SL00318,Kurunegala,Anuradhapura,110,Van,Economy,Rainy,4,4,WH006,North Western,4000,Yes,No,Washing Machine,Appliances,40.0,300,10,Yes,No,Wooden crate,1200,No,No,4600.0,2025-05-09,Delivered,1
SL00319,Anuradhapura,Chilaw,136,Lorry,Express,Foggy,1,1,WH007,North Central,3000,No,No,Refrigerator,Appliances,55.0,100,10,Yes,No,Wooden crate,1200,No,No,9150.0,2025-02-23,Delivered,1
SL00320,Matara,Kurunegala,224,Lorry,Standard,Cloudy,2,2,WH009,Southern,3000,Yes,No,Furniture Set,Furniture,80.0,45,40,Yes,No,Corner guards and blankets,700,No,No,8880.0,2025-05-17,Delivered,1
SL00321,Colombo,Nuwara Eliya,180,Three Wheeler,Same-Day,Stormy,1,4,WH001,Western,10000,Yes,Yes,Office Chair,Furniture,12.0,14,100,Yes,Yes,Corner guards and blankets,700,No,No,8700.0,2024-07-30,Delayed,0
SL00322,Jaffna,Galle,525,Van,Economy,Clear,5,5,WH005,Northern,3500,No,No,Dining Table,Furniture,35.0,223,40,Yes,No,Corner guards and blankets,700,No,No,11890.0,2024-09-28,Delivered,1
SL00323,Matara,Vavuniya,404,Van,Express,Cloudy,2,2,WH009,Southern,3000,Yes,No,Washing Machine,Appliances,40.0,209,20,Yes,No,Wooden crate,1200,No,No,15160.0,2025-03-26,Delivered,1
SL00324,Jaffna,Matara,541,Van,Standard,Foggy,3,4,WH005,Northern,3500,No,No,Auto Spare Parts,Auto Parts,25.0,13,100,Yes,Yes,Reinforced carton,450,No,No,13370.0,2025-07-08,Delayed,0
SL00325,Negombo,Matara,208,Three Wheeler,Same-Day,Stormy,1,3,WH010,Western,4000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,234,50,Yes,No,Poly mailer bag,120,No,No,9150.0,2024-11-02,Delayed,0
SL00326,Anuradhapura,Monaragala,248,Van,Same-Day,Foggy,1,4,WH007,North Central,3000,No,No,Washing Machine,Appliances,40.0,284,50,Yes,No,Wooden crate,1200,No,No,15110.0,2025-04-04,Delayed,0
SL00327,Kandy,Batticaloa,165,Van,Express,Rainy,1,3,WH003,Central,5000,Yes,Yes,Dining Table,Furniture,35.0,0,10,No,Yes,Corner guards and blankets,700,No,No,7670.0,2024-05-31,Delayed,0
SL00328,Kurunegala,Kilinochchi,276,Three Wheeler,Same-Day,Clear,1,1,WH006,North Western,4000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,223,50,Yes,No,Insulated box,400,No,Yes,13920.0,2025-06-16,Delivered,1
SL00329,Colombo,Monaragala,290,Van,Economy,Clear,4,4,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,95,50,Yes,No,Reinforced carton,450,No,No,6630.0,2024-04-12,Delivered,1
SL00330,Negombo,Jaffna,355,Motorbike,Standard,Foggy,3,4,WH010,Western,4000,Yes,Yes,Laptop,Electronics,2.5,230,25,Yes,No,Anti-static box with foam,600,Yes,No,8970.0,2025-04-29,Delivered,0
SL00331,Kandy,Kurunegala,42,Three Wheeler,Economy,Rainy,4,4,WH003,Central,5000,Yes,Yes,LED Television,Electronics,15.0,368,100,Yes,No,Anti-static box with foam,600,Yes,No,1890.0,2024-12-05,Delivered,1
SL00332,Colombo,Kilinochchi,360,Motorbike,Economy,Cloudy,5,5,WH001,Western,10000,Yes,Yes,Medicine Pack,Pharmacy,0.5,30,25,Yes,No,Sealed insulated pack,500,No,Yes,6970.0,2025-05-18,Delivered,1
SL00333,Galle,Anuradhapura,330,Motorbike,Standard,Stormy,3,6,WH004,Southern,4500,Yes,No,Laptop,Electronics,2.5,184,25,Yes,No,Anti-static box with foam,600,Yes,No,7860.0,2025-03-28,Delayed,0
SL00334,Anuradhapura,Kilinochchi,157,Three Wheeler,Economy,Foggy,4,4,WH007,North Central,3000,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,48,50,Yes,Yes,Bubble wrap and double box,850,Yes,No,4180.0,2025-02-17,Delivered,1
SL00335,Matara,Polonnaruwa,295,Three Wheeler,Same-Day,Rainy,1,1,WH009,Southern,3000,Yes,No,Office Chair,Furniture,12.0,14,20,Yes,Yes,Corner guards and blankets,700,No,No,13340.0,2025-04-12,Delivered,1
SL00336,Kurunegala,Monaragala,167,Three Wheeler,Express,Cloudy,1,1,WH006,North Western,4000,Yes,No,LED Television,Electronics,15.0,257,50,Yes,No,Anti-static box with foam,600,Yes,No,7100.0,2024-05-06,Delivered,1
SL00337,Galle,Nuwara Eliya,157,Lorry,Economy,Foggy,4,4,WH004,Southern,4500,Yes,No,Refrigerator,Appliances,55.0,262,50,Yes,No,Wooden crate,1200,No,No,5530.0,2024-09-21,Delivered,1
SL00338,Jaffna,Colombo,400,Van,Economy,Clear,5,5,WH005,Northern,3500,No,No,Washing Machine,Appliances,40.0,10,20,Yes,Yes,Wooden crate,1200,No,No,9890.0,2024-07-30,Delivered,1
SL00339,Anuradhapura,Puttalam,91,Three Wheeler,Same-Day,Clear,1,1,WH007,North Central,3000,No,No,Fresh Vegetables Crate,Groceries,20.0,87,100,Yes,Yes,Insulated box,400,No,Yes,5940.0,2024-01-09,Delivered,1
SL00340,Jaffna,Kegalle,351,Motorbike,Standard,Cloudy,3,3,WH005,Northern,3500,No,No,Medicine Pack,Pharmacy,0.5,212,25,Yes,No,Sealed insulated pack,500,No,Yes,8330.0,2025-04-22,Delivered,1
SL00341,Matara,Kegalle,189,Three Wheeler,Economy,Foggy,4,4,WH009,Southern,3000,Yes,No,Books Bundle,Books,10.0,9,100,Yes,Yes,Corrugated box,200,No,No,4140.0,2024-10-16,Delivered,1
SL00342,Gampaha,Kalutara,73,Three Wheeler,Same-Day,Cloudy,1,1,WH002,Western,6000,Yes,No,Books Bundle,Books,10.0,347,25,Yes,No,Corrugated box,200,No,No,4160.0,2024-11-01,Delivered,1
SL00343,Kandy,Puttalam,156,Three Wheeler,Express,Clear,1,3,WH003,Central,5000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,327,40,Yes,No,Bubble wrap and double box,850,Yes,No,6590.0,2024-01-27,Delayed,0
SL00344,Jaffna,Kurunegala,317,Three Wheeler,Economy,Stormy,5,9,WH005,Northern,3500,No,No,Frozen Food Pack,Groceries,15.0,38,50,Yes,Yes,Insulated box,400,No,Yes,6560.0,2024-08-15,Delayed,0
SL00345,Batticaloa,Dambulla,151,Lorry,Standard,Foggy,2,2,WH008,Eastern,2500,No,No,Furniture Set,Furniture,80.0,107,100,Yes,No,Corner guards and blankets,700,No,No,6790.0,2024-05-11,Delivered,1
SL00346,Matara,Anuradhapura,341,Three Wheeler,Standard,Clear,3,3,WH009,Southern,3000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,134,100,Yes,No,Insulated box,400,No,Yes,8890.0,2024-12-05,Delivered,1
SL00347,Jaffna,Polonnaruwa,285,Van,Standard,Stormy,2,5,WH005,Northern,3500,No,No,Air Conditioner,Appliances,45.0,260,10,Yes,No,Wooden crate,1200,No,No,9600.0,2025-04-28,Delayed,0
SL00348,Matara,Jaffna,541,Three Wheeler,Economy,Foggy,5,6,WH009,Southern,3000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,47,20,Yes,No,Bubble wrap and double box,850,Yes,No,10650.0,2025-08-06,Delivered,0
SL00349,Kandy,Badulla,130,Van,Express,Clear,1,1,WH003,Central,5000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,343,20,Yes,No,Reinforced carton,450,No,No,6270.0,2024-01-05,Delivered,1
SL00350,Jaffna,Batticaloa,369,Van,Express,Foggy,2,3,WH005,Northern,3500,No,No,Auto Spare Parts,Auto Parts,25.0,270,10,Yes,No,Reinforced carton,450,No,No,13850.0,2025-02-17,Delivered,0
SL00351,Batticaloa,Vavuniya,227,Three Wheeler,Same-Day,Clear,1,1,WH008,Eastern,2500,No,No,Cotton Clothing Bale,Clothing,8.0,394,25,Yes,No,Poly mailer bag,120,No,No,10810.0,2025-06-27,Delivered,1
SL00352,Colombo,Dambulla,148,Three Wheeler,Same-Day,Rainy,1,1,WH001,Western,10000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,196,25,Yes,No,Bubble wrap and double box,850,Yes,No,7280.0,2025-05-30,Delivered,1
SL00353,Kandy,Jaffna,335,Three Wheeler,Same-Day,Cloudy,2,2,WH003,Central,5000,Yes,Yes,Books Bundle,Books,10.0,253,100,Yes,No,Corrugated box,200,No,No,14980.0,2024-12-11,Delivered,1
SL00354,Kandy,Badulla,130,Three Wheeler,Economy,Cloudy,4,4,WH003,Central,5000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,104,40,Yes,No,Poly mailer bag,120,No,No,2790.0,2024-05-14,Delivered,1
SL00355,Colombo,Polonnaruwa,225,Three Wheeler,Express,Clear,1,1,WH001,Western,10000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,353,10,Yes,No,Bubble wrap and double box,850,Yes,No,9030.0,2024-09-18,Delivered,1
SL00356,Negombo,Kandy,113,Lorry,Same-Day,Clear,1,2,WH010,Western,4000,Yes,Yes,Furniture Set,Furniture,80.0,30,10,Yes,No,Corner guards and blankets,700,No,No,10740.0,2025-01-24,Delayed,0
SL00357,Matara,Kurunegala,224,Motorbike,Economy,Rainy,4,4,WH009,Southern,3000,Yes,No,Laptop,Electronics,2.5,371,100,Yes,No,Anti-static box with foam,600,Yes,No,4770.0,2024-04-13,Delivered,1
SL00358,Jaffna,Kegalle,351,Motorbike,Express,Stormy,2,5,WH005,Northern,3500,No,No,Documents Package,Documents,0.5,73,50,Yes,No,Padded envelope,150,No,No,10900.0,2024-04-18,Delayed,0
SL00359,Galle,Kegalle,177,Three Wheeler,Express,Cloudy,1,3,WH004,Southern,4500,Yes,No,Frozen Food Pack,Groceries,15.0,123,25,Yes,No,Insulated box,400,No,Yes,6880.0,2024-02-10,Delayed,0
SL00360,Batticaloa,Trincomalee,135,Lorry,Economy,Cloudy,4,4,WH008,Eastern,2500,No,No,Furniture Set,Furniture,80.0,26,100,Yes,Yes,Corner guards and blankets,700,No,No,5930.0,2025-08-10,Delivered,1
SL00361,Kandy,Jaffna,335,Three Wheeler,Same-Day,Clear,2,2,WH003,Central,5000,Yes,Yes,Frozen Food Pack,Groceries,15.0,349,20,Yes,No,Insulated box,400,No,Yes,16340.0,2024-10-30,Delivered,1
SL00362,Batticaloa,Kandy,165,Three Wheeler,Same-Day,Rainy,1,3,WH008,Eastern,2500,No,No,Fresh Vegetables Crate,Groceries,20.0,168,25,Yes,No,Insulated box,400,No,Yes,8730.0,2024-04-28,Delayed,0
SL00363,Colombo,Kandy,115,Motorbike,Express,Rainy,1,1,WH001,Western,10000,Yes,Yes,Laptop,Electronics,2.5,244,50,Yes,No,Anti-static box with foam,600,Yes,No,4980.0,2024-04-05,Delivered,1
SL00364,Kurunegala,Anuradhapura,110,Van,Same-Day,Stormy,1,2,WH006,North Western,4000,Yes,No,Air Conditioner,Appliances,45.0,253,25,Yes,No,Wooden crate,1200,No,No,8990.0,2025-03-07,Delivered,0
SL00365,Gampaha,Negombo,27,Van,Same-Day,Rainy,1,1,WH002,Western,6000,Yes,No,Dining Table,Furniture,35.0,15,50,Yes,Yes,Corner guards and blankets,700,No,No,4750.0,2025-03-24,Delivered,1
SL00366,Negombo,Vavuniya,241,Van,Standard,Foggy,2,3,WH010,Western,4000,Yes,Yes,Dining Table,Furniture,35.0,0,100,No,Yes,Corner guards and blankets,700,No,No,7590.0,2025-02-25,Delayed,0
SL00367,Colombo,Jaffna,400,Van,Standard,Cloudy,3,3,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,0,100,No,Yes,Reinforced carton,450,No,No,10920.0,2025-08-13,Delivered,1
SL00368,Kurunegala,Puttalam,108,Motorbike,Same-Day,Stormy,1,2,WH006,North Western,4000,Yes,No,Medicine Pack,Pharmacy,0.5,147,40,Yes,No,Sealed insulated pack,500,No,Yes,5510.0,2024-06-01,Delivered,0
SL00369,Negombo,Kandy,113,Lorry,Same-Day,Rainy,1,1,WH010,Western,4000,Yes,Yes,Furniture Set,Furniture,80.0,260,40,Yes,No,Corner guards and blankets,700,No,No,10220.0,2025-05-18,Delivered,1
SL00370,Galle,Badulla,183,Motorbike,Standard,Clear,2,2,WH004,Southern,4500,Yes,No,Mobile Phone,Electronics,0.3,301,100,Yes,No,Anti-static box with foam,600,Yes,No,4920.0,2024-08-28,Delivered,1
SL00371,Batticaloa,Kalutara,299,Van,Economy,Clear,4,4,WH008,Eastern,2500,No,No,Washing Machine,Appliances,40.0,248,25,Yes,No,Wooden crate,1200,No,No,8430.0,2024-01-19,Delivered,1
SL00372,Anuradhapura,Hambantota,332,Motorbike,Same-Day,Foggy,2,5,WH007,North Central,3000,No,No,Laptop,Electronics,2.5,66,50,Yes,No,Anti-static box with foam,600,Yes,No,14610.0,2024-07-30,Delayed,0
SL00373,Kurunegala,Nuwara Eliya,95,Van,Same-Day,Rainy,1,1,WH006,North Western,4000,Yes,No,Auto Spare Parts,Auto Parts,25.0,189,50,Yes,No,Reinforced carton,450,No,No,6500.0,2025-04-29,Failed,0
SL00374,Batticaloa,Jaffna,369,Van,Same-Day,Rainy,2,4,WH008,Eastern,2500,No,No,Air Conditioner,Appliances,45.0,0,25,No,Yes,Wooden crate,1200,No,No,19510.0,2025-01-17,Delayed,0
SL00375,Colombo,Trincomalee,260,Motorbike,Economy,Rainy,4,4,WH001,Western,10000,Yes,Yes,Laptop,Electronics,2.5,400,100,Yes,No,Anti-static box with foam,600,Yes,No,5240.0,2024-07-19,Delivered,1
SL00376,Gampaha,Nuwara Eliya,113,Three Wheeler,Express,Stormy,1,1,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,117,100,Yes,No,Bubble wrap and double box,850,Yes,No,5030.0,2024-05-06,Delivered,1
SL00377,Batticaloa,Dambulla,151,Van,Express,Stormy,1,1,WH008,Eastern,2500,No,No,Auto Spare Parts,Auto Parts,25.0,0,100,No,Yes,Reinforced carton,450,No,No,6750.0,2025-08-22,Delivered,1
SL00378,Matara,Anuradhapura,341,Three Wheeler,Express,Rainy,2,2,WH009,Southern,3000,Yes,No,Frozen Food Pack,Groceries,15.0,11,50,Yes,Yes,Insulated box,400,No,Yes,12820.0,2025-05-31,Delivered,1
SL00379,Anuradhapura,Kegalle,153,Motorbike,Express,Cloudy,1,1,WH007,North Central,3000,No,No,Glass Vase Set,Fragile Items,4.0,195,25,Yes,No,Bubble wrap and double box,850,Yes,No,6500.0,2024-05-21,Delivered,1
SL00380,Negombo,Monaragala,222,Three Wheeler,Standard,Foggy,2,3,WH010,Western,4000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,384,100,Yes,No,Poly mailer bag,120,No,No,5410.0,2024-10-24,Delivered,0
SL00381,Kandy,Monaragala,119,Van,Express,Foggy,1,3,WH003,Central,5000,Yes,Yes,Air Conditioner,Appliances,45.0,346,25,Yes,No,Wooden crate,1200,No,No,7630.0,2025-08-19,Delayed,0
SL00382,Matara,Ratnapura,107,Three Wheeler,Economy,Clear,4,4,WH009,Southern,3000,Yes,No,Cotton Clothing Bale,Clothing,8.0,32,40,Yes,Yes,Poly mailer bag,120,No,No,2340.0,2024-02-27,Delivered,1
SL00383,Jaffna,Trincomalee,233,Three Wheeler,Standard,Cloudy,2,2,WH005,Northern,3500,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,1,100,Yes,Yes,Bubble wrap and double box,850,Yes,No,6280.0,2025-07-08,Delivered,1
SL00384,Kurunegala,Kalutara,143,Three Wheeler,Same-Day,Foggy,1,2,WH006,North Western,4000,Yes,No,LED Television,Electronics,15.0,398,50,Yes,No,Anti-static box with foam,600,Yes,No,7890.0,2024-08-31,Delivered,0
SL00385,Jaffna,Monaragala,445,Motorbike,Same-Day,Stormy,2,2,WH005,Northern,3500,No,No,Documents Package,Documents,0.5,370,25,Yes,No,Padded envelope,150,No,No,19150.0,2024-07-26,Delivered,1
SL00386,Galle,Chilaw,232,Van,Standard,Foggy,2,3,WH004,Southern,4500,Yes,No,Auto Spare Parts,Auto Parts,25.0,328,20,Yes,No,Reinforced carton,450,No,No,6510.0,2025-04-04,Failed,0
SL00387,Gampaha,Anuradhapura,185,Van,Express,Foggy,1,1,WH002,Western,6000,Yes,No,Dining Table,Furniture,35.0,1,40,Yes,Yes,Corner guards and blankets,700,No,No,8180.0,2025-08-21,Delivered,1
SL00388,Colombo,Badulla,230,Three Wheeler,Economy,Rainy,4,4,WH001,Western,10000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,0,25,No,Yes,Insulated box,400,No,Yes,4970.0,2024-11-04,Delivered,1
SL00389,Negombo,Ampara,264,Three Wheeler,Standard,Clear,2,2,WH010,Western,4000,Yes,Yes,Frozen Food Pack,Groceries,15.0,182,50,Yes,No,Insulated box,400,No,Yes,7550.0,2025-06-17,Delivered,1
SL00390,Matara,Anuradhapura,341,Van,Economy,Foggy,5,6,WH009,Southern,3000,Yes,No,Washing Machine,Appliances,40.0,67,25,Yes,No,Wooden crate,1200,No,No,8840.0,2024-12-05,Delivered,0
SL00391,Jaffna,Batticaloa,369,Van,Economy,Foggy,5,6,WH005,Northern,3500,No,No,Air Conditioner,Appliances,45.0,352,10,Yes,No,Wooden crate,1200,No,No,9220.0,2024-09-06,Delivered,0
SL00392,Kurunegala,Vavuniya,183,Three Wheeler,Same-Day,Stormy,1,2,WH006,North Western,4000,Yes,No,LED Television,Electronics,15.0,390,25,Yes,No,Anti-static box with foam,600,Yes,No,9850.0,2025-01-18,Delivered,0
SL00393,Matara,Kalutara,123,Motorbike,Economy,Clear,4,4,WH009,Southern,3000,Yes,No,Documents Package,Documents,0.5,353,20,Yes,No,Padded envelope,150,No,No,2600.0,2024-04-08,Delivered,1
SL00394,Matara,Ampara,254,Van,Same-Day,Clear,1,3,WH009,Southern,3000,Yes,No,Dining Table,Furniture,35.0,342,20,Yes,No,Corner guards and blankets,700,No,No,14270.0,2024-07-29,Delayed,0
SL00395,Anuradhapura,Chilaw,136,Lorry,Same-Day,Rainy,1,1,WH007,North Central,3000,No,No,Furniture Set,Furniture,80.0,0,100,No,Yes,Corner guards and blankets,700,No,No,11030.0,2024-03-16,Delivered,1
SL00396,Kandy,Kurunegala,42,Three Wheeler,Same-Day,Foggy,1,1,WH003,Central,5000,Yes,Yes,LED Television,Electronics,15.0,152,40,Yes,No,Anti-static box with foam,600,Yes,No,3740.0,2024-11-19,Delivered,1
SL00397,Anuradhapura,Dambulla,65,Lorry,Same-Day,Foggy,1,3,WH007,North Central,3000,No,No,Refrigerator,Appliances,55.0,0,100,No,Yes,Wooden crate,1200,No,No,7950.0,2024-03-15,Delayed,0
SL00398,Matara,Jaffna,541,Van,Standard,Cloudy,3,3,WH009,Southern,3000,Yes,No,Air Conditioner,Appliances,45.0,164,40,Yes,No,Wooden crate,1200,No,No,14910.0,2024-02-01,Delivered,1
SL00399,Kandy,Ampara,150,Three Wheeler,Express,Rainy,1,2,WH003,Central,5000,Yes,Yes,Frozen Food Pack,Groceries,15.0,299,25,Yes,No,Insulated box,400,No,Yes,6060.0,2025-01-17,Delayed,0
SL00400,Matara,Ampara,254,Lorry,Express,Clear,1,1,WH009,Southern,3000,Yes,No,Refrigerator,Appliances,55.0,0,50,No,Yes,Wooden crate,1200,No,No,12080.0,2025-07-14,Delivered,1
SL00401,Jaffna,Batticaloa,369,Van,Standard,Rainy,3,3,WH005,Northern,3500,No,No,Washing Machine,Appliances,40.0,350,50,Yes,No,Wooden crate,1200,No,No,10610.0,2024-08-14,Delivered,1
SL00402,Galle,Negombo,179,Three Wheeler,Express,Foggy,1,4,WH004,Southern,4500,Yes,No,Fresh Vegetables Crate,Groceries,20.0,301,40,Yes,No,Insulated box,400,No,Yes,7560.0,2024-09-13,Delayed,0
SL00403,Galle,Kilinochchi,487,Motorbike,Economy,Cloudy,5,5,WH004,Southern,4500,Yes,No,Laptop,Electronics,2.5,363,100,Yes,No,Anti-static box with foam,600,Yes,No,9050.0,2024-03-12,Delivered,1
SL00404,Kurunegala,Gampaha,78,Three Wheeler,Economy,Cloudy,4,4,WH006,North Western,4000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,176,100,Yes,No,Bubble wrap and double box,850,Yes,No,2530.0,2025-08-03,Delivered,1
SL00405,Kurunegala,Hambantota,226,Van,Express,Clear,1,1,WH006,North Western,4000,Yes,No,Air Conditioner,Appliances,45.0,133,100,Yes,No,Wooden crate,1200,No,No,11110.0,2024-10-10,Failed,0
SL00406,Kandy,Dambulla,72,Van,Standard,Stormy,2,2,WH003,Central,5000,Yes,Yes,Air Conditioner,Appliances,45.0,203,25,Yes,No,Wooden crate,1200,No,No,4490.0,2024-03-24,Delivered,1
SL00407,Kandy,Ampara,150,Three Wheeler,Express,Cloudy,1,2,WH003,Central,5000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,340,10,Yes,No,Insulated box,400,No,Yes,6840.0,2025-06-03,Delayed,0
SL00408,Negombo,Polonnaruwa,196,Lorry,Economy,Foggy,4,4,WH010,Western,4000,Yes,Yes,Refrigerator,Appliances,55.0,38,50,Yes,Yes,Wooden crate,1200,No,No,6940.0,2025-04-28,Delivered,1
SL00409,Kurunegala,Vavuniya,183,Three Wheeler,Express,Foggy,1,1,WH006,North Western,4000,Yes,No,Office Chair,Furniture,12.0,168,20,Yes,No,Corner guards and blankets,700,No,No,7000.0,2025-01-07,Delivered,1
SL00410,Colombo,Dambulla,148,Motorbike,Express,Foggy,1,1,WH001,Western,10000,Yes,Yes,Documents Package,Documents,0.5,283,20,Yes,No,Padded envelope,150,No,No,5250.0,2025-08-02,Delivered,1
SL00411,Batticaloa,Nuwara Eliya,171,Three Wheeler,Same-Day,Rainy,1,1,WH008,Eastern,2500,No,No,Office Chair,Furniture,12.0,138,10,Yes,No,Corner guards and blankets,700,No,No,8700.0,2024-02-13,Delivered,1
SL00412,Matara,Nuwara Eliya,151,Three Wheeler,Economy,Stormy,4,6,WH009,Southern,3000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,43,10,Yes,No,Bubble wrap and double box,850,Yes,No,4210.0,2024-10-07,Delayed,0
SL00413,Negombo,Ampara,264,Three Wheeler,Express,Stormy,1,2,WH010,Western,4000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,207,50,Yes,No,Insulated box,400,No,Yes,9860.0,2024-08-16,Delayed,0
SL00414,Anuradhapura,Nuwara Eliya,200,Motorbike,Standard,Stormy,2,3,WH007,North Central,3000,No,No,Documents Package,Documents,0.5,329,10,Yes,No,Padded envelope,150,No,No,4880.0,2024-08-23,Delivered,0
SL00415,Matara,Chilaw,258,Van,Standard,Rainy,2,2,WH009,Southern,3000,Yes,No,Washing Machine,Appliances,40.0,3,25,Yes,Yes,Wooden crate,1200,No,No,8920.0,2024-05-01,Delivered,1
SL00416,Anuradhapura,Badulla,212,Motorbike,Same-Day,Stormy,1,1,WH007,North Central,3000,No,No,Medicine Pack,Pharmacy,0.5,265,20,Yes,No,Sealed insulated pack,500,No,Yes,10000.0,2024-01-23,Delivered,1
SL00417,Colombo,Anuradhapura,205,Motorbike,Express,Rainy,1,1,WH001,Western,10000,Yes,Yes,Medicine Pack,Pharmacy,0.5,40,50,Yes,Yes,Sealed insulated pack,500,No,Yes,6880.0,2024-09-21,Delivered,1
SL00418,Matara,Vavuniya,404,Van,Same-Day,Cloudy,2,2,WH009,Southern,3000,Yes,No,Dining Table,Furniture,35.0,130,40,Yes,No,Corner guards and blankets,700,No,No,20980.0,2025-05-08,Delivered,1
SL00419,Galle,Hambantota,120,Van,Express,Foggy,1,4,WH004,Southern,4500,Yes,No,Dining Table,Furniture,35.0,113,50,Yes,No,Corner guards and blankets,700,No,No,6800.0,2024-12-16,Delayed,0
SL00420,Negombo,Polonnaruwa,196,Van,Same-Day,Rainy,1,1,WH010,Western,4000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,87,10,Yes,No,Reinforced carton,450,No,No,10000.0,2025-05-31,Delivered,1
SL00421,Kandy,Kegalle,40,Three Wheeler,Same-Day,Rainy,1,1,WH003,Central,5000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,334,50,Yes,No,Poly mailer bag,120,No,No,2920.0,2025-06-28,Delivered,1
